RaceID,Date,CrewType,Distance,Team1,Time1,Team2,Time2,Team3,Time3,Team4,Time4,Team5,Time5,Team6,Time6,Team7,Time7,Team8,Time8,RaceType,RaceName
1,2019-02-23,MHV,2000,UGA,06:25.8,CFLA,06:28.1,FLA,06:29.1,FLST,06:59.2,,,,,,,,,Final,Dual In The Swamp
2,2019-02-23,WHV,2000,FLA,07:03.9,UGA,07:18.6,FLST,07:47.0,,,,,,,,,,,Final,Duel In The Swamp
3,2019-03-02,MHV,,CLEM,06:44.7,HIPT,07:20.3,,,,,,,,,,,,,Final,Clemson Crew Scrimmage
4,2019-03-02,MHV,1000,TEX,03:09.7,LSU,03:36.0,TXAG,03:48.6,,,,,,,,,,,Final,Heart of Texas
5,2019-03-02,MHV,1000,TEX,03:17.9,LSU,03:26.4,BAYL,03:27.5,TXAG,03:33.2,RICE,03:37.2,,,,,,,Heat,Heart of Texas
6,2019-03-02,MHV,2000,CAL#,07:13.0,UCSD,07:17.5,UCIR,07:18.4,UCLA,07:27.0,UCSB,07:29.0,UCDV,07:44.0,,,,,Final,SoCal Opening Day
7,2019-03-02,WHV,1000,TEX,03:20.2,BAYL,03:55.1,,,,,,,,,,,,,Final,Heart of Texas
8,2019-03-02,WHV,1000,BAYL,03:55.8,TXAM,03:59.9,,,,,,,,,,,,,Heat,Heart of Texas
9,2019-03-02,WHV,1000,LSU,04:07.4,RICE,04:25.2,,,,,,,,,,,,,Heat,Heart of Texas
10,2019-03-02,WHV,1950,CFLA,06:39.2,ROLL,07:47.2,,,,,,,,,,,,,Final,Rollins Invitational
11,2019-03-02,WHV,2000,UCSB,08:49.0,UCIR,09:14.0,,,,,,,,,,,,,Final,SoCal Opening Day
12,2019-03-03,MHV,2000,CAL,05:43.6,CORN,05:59.1,,,,,,,,,,,,,Final,Lake Las Vegas Invitational
13,2019-03-03,MHV,2000,CAL,05:49.6,ORST,06:02.6,MRST,06:12.7,,,,,,,,,,,Final,Lake Las Vegas Invitational
14,2019-03-03,MHV,2000,CORN,05:46.3,ORST,05:49.2,MRST,06:02.7,,,,,,,,,,,Final,Lake Las Vegas Invitational
15,2019-03-03,MHV,2000,UCDV,06:07.4,OC,06:11.2,,,,,,,,,,,,,Final,Orange Coast/UC-Davis
16,2019-03-03,MHV,2000,WASH,05:36.6,CORN,05:49.9,,,,,,,,,,,,,Final,Lake Las Vegas Invitational
17,2019-03-03,MHV,2000,WASH,05:42.9,ORST,06:01.5,MRST,06:10.8,,,,,,,,,,,Final,Lake Las Vegas Invitational
18,2019-03-03,WHV,2000,SCLA,07:11.4,MILL,07:44.5,,,,,,,,,,,,,Final,Santa Clara/Mills
19,2019-03-03,WHV,2000,WASH,06:25.2,USC,06:31.5,,,,,,,,,,,,,Final,Lake Las Vegas Invitational
20,2019-03-08,WHV,2000,STET,07:23.7,SACH,07:55.4,,,,,,,,,,,,,Final,* Stetson University Vs. Sacred Heart Univ
21,2019-03-09,MHV,1500,VAND,05:10.1,TULN,05:12.9,,,,,,,,,,,,,Final,Tulane/Northwestern State
22,2019-03-09,MHV,2000,JAX,06:04.6,EMBR,06:05.6,GV,06:20.7,,,,,,,,,,,Final,* Jacksonville University vs. Embry Riddle
23,2019-03-09,MHV,2000,SEAT,07:02.2,PUGS,07:30.0,,,,,,,,,,,,,Final,Pacific Lutheran Invitational
24,2019-03-09,MHV,2000,UCDV,06:35.0,SONO,07:35.2,,,,,,,,,,,,,Final,Davis Invitational
25,2019-03-09,MHV,2000,WWAS,06:46.1,PUGS,06:53.2,,,,,,,,,,,,,Final,Pacific Lutheran Invitational
26,2019-03-09,MHV,2000,WWAS,06:52.7,PACL,07:12.9,,,,,,,,,,,,,Final,Pacific Lutheran Invitational
27,2019-03-09,MHV,2000,WWAS,06:55.5,SEAT,08:11.5,,,,,,,,,,,,,Final,Pacific Lutheran Invitational
28,2019-03-09,WHV,1500,VAND,06:22.4,TULN,06:34.2,,,,,,,,,,,,,Final,Tulane/Northwestern State
29,2019-03-09,WHV,1950,CLRK,07:02.8,ROLL,07:02.9,ASSP,07:23.7,,,,,,,,,,,Final,Rollins Invitational
30,2019-03-09,WHV,1950,STET,06:46.0,VILN,06:46.8,DUQN,06:59.4,,,,,,,,,,,Final,Rollins Invitational
31,2019-03-09,WHV,2000,DUKE,06:49.0,CLEM,06:56.8,UNC,06:57.3,,,,,,,,,,,Final,Carolinas Cup
32,2019-03-09,WHV,2000,JAX,07:20.4,GV,07:25.2,EMBR,07:27.6,,,,,,,,,,,Final,* Jacksonville University vs. Embry Riddle
33,2019-03-09,WHV,2000,SACS,06:17.6,UPOR,06:24.8,HUMS,06:29.9,STMY,06:30.1,UCSD,06:31.7,OC,07:15.5,MILL,07:38.7,,,Final,Sac State Invitational
34,2019-03-09,WHV,2000,SPAC,07:16.3,PACL,07:21.7,,,,,,,,,,,,,Final,Pacific Lutheran Invitational
35,2019-03-09,WHV,2000,SPAC,07:25.3,PUGS,07:44.1,,,,,,,,,,,,,Final,Pacific Lutheran Invitational
36,2019-03-09,WHV,2000,STAN,06:31.2,ORST,06:41.7,,,,,,,,,,,,,Final,* Stanford vs. Oregon State
37,2019-03-09,WHV,2000,UCLA,06:38.9,SDSU,06:57.6,,,,,,,,,,,,,Final,UCLA/San Diego State
38,2019-03-09,WHV,2000,WWAS,07:17.5,PUGS,07:31.3,,,,,,,,,,,,,Final,Pacific Lutheran Invitational
39,2019-03-09,WHV,2000,WWAS,07:36.4,PACL,07:45.0,,,,,,,,,,,,,Final,Pacific Lutheran Invitational
40,2019-03-10,MHV,2000,OC,06:44.0,UCLA,06:52.3,UCIR,06:53.5,,,,,,,,,,,Final,UCLA Classic
41,2019-03-10,MHV,2000,OC,06:06.5,UCLA,06:17.2,,,,,,,,,,,,,Heat,UCLA Classic
42,2019-03-10,MHV,2000,UCIR,06:20.9,AZST,06:34.1,,,,,,,,,,,,,Heat,UCLA Classic
43,2019-03-10,WHV,2000,HUMS,07:13.1,SCLA,07:32.4,UCDV,07:44.7,OC,07:58.0,,,,,,,,,Final,Davis Invitational||UC-Davis/Orange Coast
44,2019-03-14,WHV,1950,EMBR,07:07.1,ROLL,07:16.6,,,,,,,,,,,,,Final,TARS Regatta
45,2019-03-15,MHV,2000,FRMA,06:35.9,STMD,06:59.1,,,,,,,,,,,,,Final,St Marys MD/F&M
46,2019-03-15,WHV,2000,STMD,07:13.5,FRMA,07:14.4,,,,,,,,,,,,,Final,St Marys MD/F&M
47,2019-03-16,MHV,1950,WESL,05:48.1,FLA,06:03.1,,,,,,,,,,,,,Final,Rollins Invitational #2
48,2019-03-16,MHV,2000,DREX,05:48.9,LASL,06:08.9,VILN,06:13.3,,,,,,,,,,,Final,Drexel/LaSalle/Villanova
49,2019-03-16,MHV,2000,FLTC,05:50.6,STET,05:54.0,,,,,,,,,,,,,Final,"* Florida Tech, Stetson"
50,2019-03-16,MHV,2000,PUGS,06:47.5,LECL,06:50.0,PACL,07:02.2,,,,,,,,,,,Final,Logger Invitational
51,2019-03-16,WHV,1950,BARR,06:31.7,FLA,06:39.4,ROLL,07:05.6,RSTC,07:47.1,,,,,,,,,Final,Rollins Invitational #2
52,2019-03-16,WHV,200,PUGS,07:13.5,LECL,07:58.0,,,,,,,,,,,,,Final,Logger Invitational
53,2019-03-16,WHV,2000,DREX,06:32.8,LASL,06:55.2,,,,,,,,,,,,,Final,March Schuylkill Racing
54,2019-03-16,WHV,2000,INDI,05:36.4,LOUV,05:41.8,UMIA,05:49.5,,,,,,,,,,,Final,Cardinal Invitational
55,2019-03-16,WHV,2000,KAST,06:37.5,STMY,06:51.9,,,,,,,,,,,,,Final,Hornet Invitational
56,2019-03-16,WHV,2000,KAST,06:42.2,SACS,06:46.7,,,,,,,,,,,,,Final,Hornet Invitational
57,2019-03-16,WHV,2000,LEHI,06:48.6,LOYO,07:27.6,,,,,,,,,,,,,Final,Lehigh/Loyola
58,2019-03-16,WHV,2000,LOUV,05:44.5,ALAB,05:44.9,ND,05:48.8,,,,,,,,,,,Final,Cardinal Invitational
59,2019-03-16,WHV,2000,MINN,05:40.7,TENN,05:43.1,TULS,05:45.6,,,,,,,,,,,Final,Cardinal Invitational
60,2019-03-16,WHV,2000,PACL,06:59.8,LECL,07:43.8,,,,,,,,,,,,,Final,Logger Invitational
61,2019-03-16,WHV,2000,PACL,07:04.1,PACI,08:14.8,,,,,,,,,,,,,Final,Logger Invitational
62,2019-03-16,WHV,2000,PUGS,07:14.5,PACI,08:21.6,,,,,,,,,,,,,Final,Logger Invitational
63,2019-03-16,WHV,2000,SDSU,06:33.0,SACS,06:35.7,,,,,,,,,,,,,Final,Sacramento State/San Diego State
64,2019-03-16,WHV,2000,SDSU,06:43.0,STMY,06:57.3,,,,,,,,,,,,,Final,San Diego State/St Marys
65,2019-03-16,WHV,2000,STJO,06:32.8,DELA,06:38.8,VILN,06:42.3,,,,,,,,,,,Final,March Schuylkill Racing
66,2019-03-16,WHV,2000,UCLA,06:13.5,LOMY,06:34.4,,,,,,,,,,,,,Final,UCLA/LMU
67,2019-03-16,WHV,2000,UVA,05:43.1,MINN,05:45.0,UMIA,06:03.5,,,,,,,,,,,Final,Cardinal Invitational
68,2019-03-16,WHV,2000,WISC,05:30.8,ND,05:37.6,CLEM,05:40.7,,,,,,,,,,,Final,Cardinal Invitational
69,2019-03-16,WHV,2000,WISC,05:42.8,INDI,05:43.9,TULS,05:56.6,,,,,,,,,,,Final,Cardinal Invitational
70,2019-03-16,WHV,2000,YALE,05:42.2,UVA,05:46.2,ALAB,05:49.3,,,,,,,,,,,Final,Cardinal Invitational
71,2019-03-16,WHV,2000,YALE,05:44.3,CLEM,05:52.3,TENN,05:54.8,,,,,,,,,,,Final,Cardinal Invitational
72,2019-03-17,WHV,2000,ALAB,05:42.5,INDI,05:44.0,CLEM,05:52.7,,,,,,,,,,,Final,Cardinal Invitational
73,2019-03-17,WHV,2000,ND,05:46.1,TENN,05:53.7,UMIA,06:01.8,,,,,,,,,,,Final,Cardinal Invitational
74,2019-03-17,WHV,2000,SDSU,06:31.4,KAST,06:35.3,,,,,,,,,,,,,Final,Hornet Invitational
75,2019-03-17,WHV,2000,UVA,05:47.1,LOUV,05:52.0,TULS,05:55.8,,,,,,,,,,,Final,Cardinal Invitational
76,2019-03-17,WHV,2000,YALE,05:42.8,WISC,05:43.6,MINN,05:45.7,,,,,,,,,,,Final,Cardinal Invitational
77,2019-03-19,MHV,2000,CSTG,06:57.1,CONC,07:57.1,,,,,,,,,,,,,Final,Coast Guard/Conn College
78,2019-03-22,WHV,2000,CFLA,06:39.6,COK,06:48.2,CONN,06:49.9,JAX,06:55.8,,,,,,,,,Final,Central Florida Mid-March
79,2019-03-23,MHV,,BUCK,06:10.9,LEHI,06:16.5,LASL,06:19.2,DELA,06:23.9,VILN,06:25.6,URI,06:45.7,,,,,Final,Murphy Cup
80,2019-03-23,MHV,,DREX,05:57.6,MRST,06:01.3,ND,06:06.9,COLG,06:13.5,TEMP,06:23.6,RUTG,06:29.1,,,,,Final,Murphy Cup
81,2019-03-23,MHV,,GATC,06:05.2,MINN,06:15.6,CONN,06:17.8,UGA,06:20.6,FLA,06:26.5,VAND,06:29.9,,,,,Final,John Hunter
82,2019-03-23,MHV,,TULN,06:28.2,CLEM,06:29.8,DUKE,06:33.9,ALAB,06:56.5,WAKE,07:15.2,FLST,07:28.7,,,,,Final,John Hunter
83,2019-03-23,MHV,,COLG,06:09.6,TEMP,06:19.0,LEHI,06:25.4,URI,07:10.0,,,,,,,,,Heat,Murphy Cup
84,2019-03-23,MHV,,CONN,06:24.2,VAND,06:29.7,DUKE,06:32.0,ALAB,06:55.3,LSU,07:18.8,,,,,,,Heat,John Hunter
85,2019-03-23,MHV,,DREX,06:06.2,RUTG,06:17.3,DELA,06:18.8,VILN,06:41.3,LOYO,06:47.4,,,,,,,Heat,Murphy Cup
86,2019-03-23,MHV,,GATC,06:19.4,UGA,06:24.4,TULN,06:26.5,WAKE,07:09.3,,,,,,,,,Heat,John Hunter
87,2019-03-23,MHV,,MINN,06:24.8,FLA,06:28.9,CLEM,06:29.3,FLST,07:10.4,NCST,07:19.1,,,,,,,Heat,John Hunter
88,2019-03-23,MHV,,MRST,06:08.7,ND,06:15.1,BUCK,06:22.8,LASL,06:24.6,,,,,,,,,Heat,Murphy Cup
89,2019-03-23,MHV,2000,CALM,06:42.6,HUMS,06:48.0,CHCO,07:01.7,,,,,,,,,,,Final,Blue Heron Regatta
90,2019-03-23,MHV,2000,COLU,05:49.4,FLTC,05:52.5,,,,,,,,,,,,,Final,Governor's Cup (FL)
91,2019-03-23,MHV,2000,JAX,06:17.0,STET,06:23.0,,,,,,,,,,,,,Final,Jacksonville/Stetson
92,2019-03-23,MLV,2000,GEOR,06:08.9,DELA,06:09.6,,,,,,,,,,,,,Final,Georgetown/Delaware
93,2019-03-23,MLV,2000,PRIN,06:24.3,GEOR,06:34.3,,,,,,,,,,,,,Final,Fosburgh Cup
94,2019-03-23,MLV,2000,PRIN,06:30.7,NAVY,06:38.4,,,,,,,,,,,,,Final,Murtaugh Cup
95,2019-03-23,WHV,,BRYN,07:58.9,CABR,08:56.4,,,,,,,,,,,,,Final,Murphy Cup
96,2019-03-23,WHV,,FLA,06:58.8,CLEC,07:06.7,UGA,07:09.8,GATC,07:15.7,ROLL,07:21.1,FLST,07:24.0,,,,,Final,John Hunter
97,2019-03-23,WHV,,PENN,06:42.8,UNC,06:44.8,DREX,06:48.2,TEMP,06:53.4,GEOR,06:55.4,GW,06:57.0,,,,,Final,Murphy Cup
98,2019-03-23,WHV,,TJEF,07:11.9,COLG,07:16.4,WASC,07:22.3,DUQN,07:32.6,,,,,,,,,Final,Murphy Cup
99,2019-03-23,WHV,,VAND,07:36.6,ILLI,07:42.1,FRPI,07:47.1,DAVS,08:07.1,LSU,08:13.7,,,,,,,Final,John Hunter
100,2019-03-23,WHV,,GATC,07:26.3,FLST,07:28.8,CLEC,07:34.7,ILLI,07:45.0,TULN,07:58.0,DAVS,08:21.2,,,,,Heat,John Hunter
101,2019-03-23,WHV,,PENN,06:54.2,GW,07:05.5,TJEF,07:16.4,DELA,07:28.8,LASL,08:06.3,,,,,,,Heat,Murphy Cup
102,2019-03-23,WHV,,ROLL,07:20.5,FLA,07:22.8,UGA,07:26.8,VAND,07:35.7,LSU,08:09.8,FRPI,08:12.9,,,,,Heat,John Hunter
103,2019-03-23,WHV,,TEMP,06:48.6,GEOR,06:51.1,LEHI,07:11.2,WASC,07:25.0,LOYO,07:46.6,,,,,,,Heat,Murphy Cup
104,2019-03-23,WHV,,UNC,06:55.4,DREX,06:59.1,COLG,07:22.8,DUQN,07:26.4,,,,,,,,,Heat,Murphy Cup
105,2019-03-23,WHV,2000,BARR,07:19.7,NOVS,07:43.8,,,,,,,,,,,,,Final,DII Duals||Nova Southeastern/Barry
106,2019-03-23,WHV,2000,FLTC,07:00.6,BARR,07:12.5,,,,,,,,,,,,,Final,DII Duals||Florida Tech/Barry
107,2019-03-23,WHV,2000,FLTC,07:20.2,EMBR,07:37.7,,,,,,,,,,,,,Final,DII Duals||Embry-Riddle/Florida Tech
108,2019-03-23,WHV,2000,HUMS,07:25.2,MILL,08:10.1,CHCO,08:19.6,PACI,09:22.8,,,,,,,,,Final,Blue Heron Regatta
109,2019-03-23,WHV,2000,JAX,07:22.9,DRAK,07:28.8,STET,07:35.6,,,,,,,,,,,Final,Jacksonville/Stetson
110,2019-03-23,WHV,2000,NOVS,07:18.4,EMBR,07:21.2,,,,,,,,,,,,,Final,DII Duals
111,2019-03-23,WHV,2000,OLDD,06:40.9,GMAS,07:06.2,,,,,,,,,,,,,Final,Old Dominion/George Mason
112,2019-03-24,MHV,,OC,05:54.1,UCSB,05:56.3,UCLA,05:57.4,UCIR,06:02.2,SDSU,06:21.7,,,,,,,Final,Newport Regatta
113,2019-03-24,MHV,2000,ORST,05:55.7,GONZ,06:08.1,,,,,,,,,,,,,Final,Oregon State/Gonzaga
114,2019-03-24,WHV,1700,ROCH,05:58.5,CABR,06:22.8,,,,,,,,,,,,,Final,"* Stockton-AC Boat Race: Rochester, Cabrin"
115,2019-03-24,WHV,1700,ROCH,05:59.0,RSTC,06:16.9,,,,,,,,,,,,,Final,"* Stockton-AC Boat Race: Stockton, Rochest"
116,2019-03-24,WHV,1700,RSTC,05:45.9,CABR,06:18.7,,,,,,,,,,,,,Final,"* Stockton-AC Boat Race: Stockton, Cabrini"
117,2019-03-24,WHV,2000,ALAB,05:58.1,TENN,06:04.4,,,,,,,,,,,,,Final,Tennessee/Alabama
118,2019-03-24,WHV,2000,GONZ,06:45.5,LOMY,06:58.7,SPAC,06:59.5,,,,,,,,,,,Final,"* Gonzaga, Loyola Marymount, Seattle Pacif"
119,2019-03-24,WHV,2000,OKLA,06:40.5,UNC,06:43.9,KANS,06:45.0,DREX,06:49.4,BUCK,06:51.7,UMAS,06:56.4,,,,,Final,Cooper Sprints
120,2019-03-24,WHV,2000,ORST,06:34.9,WAST,06:42.3,GONZ,06:56.1,LOMY,07:09.3,,,,,,,,,Final,Oregon State/Gonzaga||Washington State/Oregon State||Fawley Cup
121,2019-03-24,WHV,2000,RUTG,06:26.1,DUKE,06:30.8,NAVY,06:34.0,SMU,06:40.5,URI,06:48.2,CLEM,06:49.0,,,,,Final,Cooper Sprints
122,2019-03-24,WHV,2000,UCSD,06:42.0,UCSB,06:54.4,UCIR,07:13.2,,,,,,,,,,,Final,Berg Cup
123,2019-03-24,WHV,2000,VILN,06:55.4,WV,06:58.0,BC,07:01.5,,,,,,,,,,,Final,Cooper Sprints
124,2019-03-24,WHV,2000,DUKE,06:43.4,SMU,06:49.6,UNC,06:57.8,UMAS,07:01.5,BC,07:16.2,,,,,,,Heat,Cooper Sprints
125,2019-03-24,WHV,2000,NAVY,06:44.3,URI,06:49.9,OKLA,06:53.3,DREX,07:04.1,VILN,07:22.3,,,,,,,Heat,Cooper Sprints
126,2019-03-24,WHV,2000,RUTG,06:40.1,CLEM,06:52.2,KANS,06:57.5,BUCK,07:05.3,WV,07:07.4,,,,,,,Heat,Cooper Sprints
127,2019-03-29,WHV,2000,COK,07:11.5,UCSD,07:14.2,WWAS,07:16.6,HUMS,07:18.1,TJEF,07:25.8,ROLL,07:38.1,NOVS,07:40.8,,,Final,Central Sprints
128,2019-03-29,WHV,2000,MICH,06:30.3,RADC,06:33.4,,,,,,,,,,,,,Final,Big Ten/Ivy League Dual
129,2019-03-29,WHV,2000,YALE,06:34.1,MIST,06:37.9,INDI,06:40.6,,,,,,,,,,,Final,Big Ten/Ivy League Dual
130,2019-03-29,WHV,2000,COK,07:13.8,WWAS,07:19.5,HUMS,07:24.9,ROLL,07:49.1,,,,,,,,,Heat,Central Sprints
131,2019-03-29,WHV,2000,UCSD,07:18.2,TJEF,07:26.8,NOVS,07:41.3,,,,,,,,,,,Heat,Central Sprints
132,2019-03-30,MHV,,WASH,05:44.0,WAST,06:07.2,WWAS,06:10.6,,,,,,,,,,,Final,Husky Open
133,2019-03-30,MHV,1500,UNIO,06:08.0,AMHR,06:27.0,,,,,,,,,,,,,Final,Amherst/Union
134,2019-03-30,MHV,2000,BUCK,05:56.4,ITHA,06:00.0,,,,,,,,,,,,,Final,Cayuga Racing - Week 1
135,2019-03-30,MHV,2000,CALM,05:57.0,SONO,06:04.0,CHCO,06:40.0,,,,,,,,,,,Final,* Cal Maritime / Chico State/ Sonoma State
136,2019-03-30,MHV,2000,CORN#,05:43.7,HOBR,05:50.9,,,,,,,,,,,,,Final,Cayuga Racing - Week 1
137,2019-03-30,MHV,2000,CORN#,05:46.7,BUCK,06:05.0,,,,,,,,,,,,,Final,Cayuga Racing - Week 1
138,2019-03-30,MHV,2000,FLTC,06:20.8,JAX,06:27.5,,,,,,,,,,,,,Final,Keuper Cup
139,2019-03-30,MHV,2000,FRMA,05:44.0,STMD,05:54.4,,,,,,,,,,,,,Final,* Washington College Invitational
140,2019-03-30,MHV,2000,HARV#,05:50.6,BC,06:02.0,TRIN,06:02.7,BATE,06:13.5,,,,,,,,,Final,Bates/BC
141,2019-03-30,MHV,2000,HOBR,05:55.6,ITHA,06:07.6,,,,,,,,,,,,,Final,Cayuga Racing - Week 1
142,2019-03-30,MHV,2000,LEHI,06:24.5,LASL,06:25.4,FAIR,06:43.5,,,,,,,,,,,Final,* La Salle vs Fairfield & Lehigh
143,2019-03-30,MHV,2000,NORT,05:44.7,PENN,05:47.0,,,,,,,,,,,,,Final,Burk Cup
144,2019-03-30,MHV,2000,ORST,06:06.7,UCLA,06:36.5,,,,,,,,,,,,,Final,* Oregon State vs UCLA
145,2019-03-30,MHV,2000,PRIN,05:47.9,GEOR,06:02.5,,,,,,,,,,,,,Final,Annual Scrimage
146,2019-03-30,MHV,2000,VILN,05:37.6,WASC,05:55.0,,,,,,,,,,,,,Final,* Washington College Invitational
147,2019-03-30,MHV,2000,VILN,06:11.3,STMD,06:44.0,,,,,,,,,,,,,Final,* Washington College Invitational
148,2019-03-30,MHV,2000,WASC,06:06.4,FRMA,06:08.0,,,,,,,,,,,,,Final,* Washington College Invitational
149,2019-03-30,MHV,2000,WESL,06:11.9,CSTG,06:17.7,,,,,,,,,,,,,Final,Wesleyan/Coast Guard
150,2019-03-30,MHV,2000,YALE,06:21.6,BRWN,06:34.2,,,,,,,,,,,,,Final,Albert Cup
151,2019-03-30,MHV,3600,UBC,00:00.0,UVIC,00:07.1,,,,,,,,,,,,,Final,* Brown Cup
